id,imageSku,category,gender,subcategory,price,desc
HOBW39,HOBW39,LEATHER,UNISEX,LEATHER_WALLETS,,"Cream Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW40,HOBW40,LEATHER,UNISEX,LEATHER_WALLETS,,"Green Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW41,HOBW41,LEATHER,UNISEX,LEATHER_WALLETS,,"Brown Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW42,HOBW42,LEATHER,UNISEX,LEATHER_WALLETS,,"Brown Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW43,HOBW43,LEATHER,UNISEX,LEATHER_WALLETS,,"Tan Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW44,HOBW44,LEATHER,UNISEX,LEATHER_WALLETS,,"Black Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW45,HOBW45,LEATHER,UNISEX,LEATHER_WALLETS,,"Brown Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW46,HOBW46,LEATHER,UNISEX,LEATHER_WALLETS,,"Cream Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW47,HOBW47,LEATHER,UNISEX,LEATHER_WALLETS,,"Black Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW48,HOBW48,LEATHER,UNISEX,LEATHER_WALLETS,,"Brown Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW49,HOBW49,LEATHER,UNISEX,LEATHER_WALLETS,,"Tan Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW50,HOBW50,LEATHER,UNISEX,LEATHER_WALLETS,,"Blue Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW51,HOBW51,LEATHER,UNISEX,LEATHER_WALLETS,,"Cherry Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW52,HOBW52,LEATHER,UNISEX,LEATHER_WALLETS,,"Brown Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW53,HOBW53,LEATHER,UNISEX,LEATHER_WALLETS,,"Tan Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW54,HOBW54,LEATHER,UNISEX,LEATHER_WALLETS,,"Black Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW55,HOBW55,LEATHER,UNISEX,LEATHER_WALLETS,,"Brown Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW56,HOBW56,LEATHER,UNISEX,LEATHER_WALLETS,,"Tan Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW57,HOBW57,LEATHER,UNISEX,LEATHER_WALLETS,,"Black Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW58,HOBW58,LEATHER,UNISEX,LEATHER_WALLETS,,"Green Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW59,HOBW59,LEATHER,UNISEX,LEATHER_WALLETS,,"Black Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW60,HOBW60,LEATHER,UNISEX,LEATHER_WALLETS,,"Brown Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW61,HOBW61,LEATHER,UNISEX,LEATHER_WALLETS,,"Black Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW62,HOBW62,LEATHER,UNISEX,LEATHER_WALLETS,,"Black Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW63,HOBW63,LEATHER,UNISEX,LEATHER_WALLETS,,"Black Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW64,HOBW64,LEATHER,UNISEX,LEATHER_WALLETS,,"Brown Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW65,HOBW65,LEATHER,UNISEX,LEATHER_WALLETS,,"Brown Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW66,HOBW66,LEATHER,UNISEX,LEATHER_WALLETS,,"Tan Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW67,HOBW67,LEATHER,UNISEX,LEATHER_WALLETS,,"Black Men Wallet ; Trifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW68,HOBW68,LEATHER,UNISEX,LEATHER_WALLETS,,"Black Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW69,HOBW69,LEATHER,UNISEX,LEATHER_WALLETS,,"Black Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW70,HOBW70,LEATHER,UNISEX,LEATHER_WALLETS,,"Black Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW71,HOBW71,LEATHER,UNISEX,LEATHER_WALLETS,,"Black Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW72,HOBW72,LEATHER,UNISEX,LEATHER_WALLETS,,"Black Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW73,HOBW73,LEATHER,UNISEX,LEATHER_WALLETS,,"Blue Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW74,HOBW74,LEATHER,UNISEX,LEATHER_WALLETS,,"Brown Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW75,HOBW75,LEATHER,UNISEX,LEATHER_WALLETS,,"Brown Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW76,HOBW76,LEATHER,UNISEX,LEATHER_WALLETS,,"Tan Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW77,HOBW77,LEATHER,UNISEX,LEATHER_WALLETS,,"Brown Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW78,HOBW78,LEATHER,UNISEX,LEATHER_WALLETS,,"Tan Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW79,HOBW79,LEATHER,UNISEX,LEATHER_WALLETS,,"Black Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW80,HOBW80,LEATHER,UNISEX,LEATHER_WALLETS,,"Brown Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW81,HOBW81,LEATHER,UNISEX,LEATHER_WALLETS,,"Black Men Wallet ; Trifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW82,HOBW82,LEATHER,UNISEX,LEATHER_WALLETS,,"Blue Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW83,HOBW83,LEATHER,UNISEX,LEATHER_WALLETS,,"Green Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW84,HOBW84,LEATHER,UNISEX,LEATHER_WALLETS,,"Black Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW85,HOBW85,LEATHER,UNISEX,LEATHER_WALLETS,,"Black Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW86,HOBW86,LEATHER,UNISEX,LEATHER_WALLETS,,"Cream Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW87,HOBW87,LEATHER,UNISEX,LEATHER_WALLETS,,"Brown Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW88,HOBW88,LEATHER,UNISEX,LEATHER_WALLETS,,"Black Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW89,HOBW89,LEATHER,UNISEX,LEATHER_WALLETS,,"Black Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW90,HOBW90,LEATHER,UNISEX,LEATHER_WALLETS,,"Black Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW91,HOBW91,LEATHER,UNISEX,LEATHER_WALLETS,,"Brown Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
HOBW92,HOBW92,LEATHER,UNISEX,LEATHER_WALLETS,,"Black Men Wallet ; Bifold ; Genuine Leather ; Solid Pattern ; Open Closure"
