id,category,gender,price,desc
KLW-001,WALLETS,MEN,180,Brown Synthetic Leather ; Available Cardslot ; Coins Pocket ; One Size
KLW-002,WALLETS,MEN,180,Black Synthetic Leather ; Available Cardslot ; Coins Pocket ; One Size
KLW-003,WALLETS,MEN,180,Black Synthetic Leather ; Available Cardslot ; Coins Pocket ; One Size
KLW-004,WALLETS,MEN,180,Black Synthetic Leather ; Available Cardslot ; Coins Pocket ; One Size
KLW-005,WALLETS,MEN,180,Brown Synthetic Leather ; Available Cardslot ; Coins Pocket ; One Size
KLW-006,WALLETS,MEN,180,Brown Synthetic Leather ; Available Cardslot ; Coins Pocket ; One Size
KLW-007,WALLETS,MEN,180,Tan Synthetic Leather ; Available Cardslot ; Coins Pocket ; One Size
KLW-008,WALLETS,MEN,180,Tan Synthetic Leather ; Available Cardslot ; Coins Pocket ; One Size
KLW-009,WALLETS,MEN,180,Tan Synthetic Leather ; Available Cardslot ; Coins Pocket ; One Size
