id,imageSku,category,gender,subcategory,price,desc
HOBK27,HOBK27,WATCHES,KIDS,WATCHES_KIDS,,"Black Metal Dial ; White 3D Sillicone Strap ; Round Analog ; Boys and Girls Watch"
HOBK28,HOBK28,WATCHES,KIDS,WATCHES_KIDS,,"Silver Metal Dial ; Pink 3D Sillicone Strap ; Round Analog ; Boys and Girls Watch"
HOBK29,HOBK29,WATCHES,KIDS,WATCHES_KIDS,,"Silver Metal Dial ; White 3D Sillicone Strap ; Round Analog ; Boys and Girls Watch"
HOBK30,HOBK30,WATCHES,KIDS,WATCHES_KIDS,,"Silver Metal Dial ; Blue 3D Sillicone Strap ; Round Analog ; Boys and Girls Watch"
HOBK31,HOBK31,WATCHES,KIDS,WATCHES_KIDS,,"Silver Metal Dial ; Pink 3D Sillicone Strap ; Round Analog ; Boys and Girls Watch"
HOBK32,HOBK32,WATCHES,KIDS,WATCHES_KIDS,,"Pink Plastic Dial ; Black Silicone Strap ; Round Analog ; Boys and Girls Watch"
HOBK33,HOBK33,WATCHES,KIDS,WATCHES_KIDS,,"White Plastic Dial ; Blue Silicone Strap ; Round Analog ; Boys and Girls Watch"
HOBK34,HOBK34,WATCHES,KIDS,WATCHES_KIDS,,"Black Plastic Dial ; Black Silicone Strap ; Rectangul Analog ; Boys and Girls Watch"
HOBK35,HOBK35,WATCHES,KIDS,WATCHES_KIDS,,"Black Plastic Dial ; Orange Silicone Strap ; Rectangul Analog ; Boys and Girls Watch"
HOBK36,HOBK36,WATCHES,KIDS,WATCHES_KIDS,,"Black Plastic Dial ; Orange Silicone Strap ; Round Analog ; Boys and Girls Watch"
HOBK37,HOBK37,WATCHES,KIDS,WATCHES_KIDS,,"Blue Plastic Dial ; Blue Silicone Strap ; Round Analog ; Boys and Girls Watch"
HOBK38,HOBK38,WATCHES,KIDS,WATCHES_KIDS,,"Green Plastic Dial ; Green Silicone Strap ; Round Analog ; Boys and Girls Watch"
HOBK39,HOBK39,WATCHES,KIDS,WATCHES_KIDS,,"Blue Plastic Dial ; Cream Silicone Strap ; Round Analog ; Boys and Girls Watch"
HOBK40,HOBK40,WATCHES,KIDS,WATCHES_KIDS,,"Blue Plastic Dial ; Purple Silicone Strap ; Round Analog ; Boys and Girls Watch"
HOBK41,HOBK41,WATCHES,KIDS,WATCHES_KIDS,,"Red Plastic Dial ; White Silicone Strap ; Round Analog ; Boys and Girls Watch"
HOBK42,HOBK42,WATCHES,KIDS,WATCHES_KIDS,,"Orange Plastic Dial ; Blue Silicone Strap ; Round Analog ; Boys and Girls Watch"
HOBK43,HOBK43,WATCHES,KIDS,WATCHES_KIDS,,"Pink Plastic Dial ; Purple Silicone Strap ; Round Analog ; Boys and Girls Watch"
HOBK44,HOBK44,WATCHES,KIDS,WATCHES_KIDS,,"Blue Plastic Dial ; Blue Silicone Strap ; Round Analog ; Boys and Girls Watch"
HOBK45,HOBK45,WATCHES,KIDS,WATCHES_KIDS,,"Green Plastic Dial ; Green Silicone Strap ; Round Analog ; Boys and Girls Watch"
HOBK46,HOBK46,WATCHES,KIDS,WATCHES_KIDS,,"Pink Plastic Dial ; Pink Silicone Strap ; Round Analog ; Boys and Girls Watch"
HOBK47,HOBK47,WATCHES,KIDS,WATCHES_KIDS,,"Pink Plastic Dial ; Black Silicone Strap ; Rectangular Analog ; Boys and Girls Watch"
HOBK48,HOBK48,WATCHES,KIDS,WATCHES_KIDS,,"Pink Plastic Dial ; Pink Silicone Strap ; Rectangular Analog ; Boys and Girls Watch"
HOBK49,HOBK49,WATCHES,KIDS,WATCHES_KIDS,,"Purple Plastic Dial ; Purple Silicone Strap ; Rectangular Analog ; Boys and Girls Watch"
HOBK50,HOBK50,WATCHES,KIDS,WATCHES_KIDS,,"Orange Plastic Dial ; Orange Silicone Strap ; Round Analog ; Boys and Girls Watch"
HOBK51,HOBK51,WATCHES,KIDS,WATCHES_KIDS,,"Pink Plastic Dial ; Pink Silicone Strap ; Round Analog ; Boys and Girls Watch"
HOBK52,HOBK52,WATCHES,KIDS,WATCHES_KIDS,,"Red Plastic Dial ; Red Silicone Strap ; Round Analog ; Boys and Girls Watch"
