id,category,gender,price,desc
Luxe-614-WH,WATCHES,WOMEN,590,Brass Case ; Brass Chain ; Round shape ; IP Plating ; Two Tone RG
Luxe-615-RG,WATCHES,WOMEN,480,Brass Case ; Brass Chain ; Designer Dial ; IP Plating ; Rose Gold
Luxe-615-WH,WATCHES,WOMEN,480,Brass Case ; Brass Chain ; Designer Dial ; IP Plating ; Rose Gold
001-BK,WATCHES,WOMEN,280,Alloy Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Black
002-BK,WATCHES,WOMEN,280,Alloy Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Black
003-BK,WATCHES,WOMEN,280,Alloy Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Black
004-BK,WATCHES,WOMEN,280,Alloy Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Black
005-BK,WATCHES,WOMEN,280,Alloy Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Black
106-RG,WATCHES,WOMEN,275,Alloy Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Rose Gold
107-RG,WATCHES,WOMEN,275,Alloy Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Rose Gold
109-SL,WATCHES,WOMEN,250,Alloy Case ; Leather Band ; Genuine Leather ; RG Buckle ; Rose Gold
113-BK,WATCHES,WOMEN,250,Alloy Case ; Leather Band ; Genuine Leather ; RG Buckle ; Rose Gold
114-PK,WATCHES,WOMEN,250,Alloy Case ; Leather Band ; Genuine Leather ; RG Buckle ; Rose Gold
116-GR,WATCHES,WOMEN,250,Alloy Case ; Leather Band ; Genuine Leather ; RG Buckle ; Rose Gold
118-BR,WATCHES,WOMEN,250,Alloy Case ; Leather Band ; Genuine Leather ; RG Buckle ; Rose Gold
110-RG,WATCHES,WOMEN,275,Alloy Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Rose Gold
111-RG,WATCHES,WOMEN,275,Alloy Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Rose Gold
112-RG,WATCHES,WOMEN,275,Alloy Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Rose Gold
117-RG,WATCHES,WOMEN,275,Alloy Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Rose Gold
115-BL,WATCHES,WOMEN,250,Alloy Case ; Leather Band ; Genuine Leather ; RG Buckle ; Rose Gold
120-WH,WATCHES,WOMEN,250,Alloy Case ; Leather Band ; Genuine Leather ; RG Buckle ; Rose Gold
123-BR,WATCHES,WOMEN,250,Alloy Case ; Leather Band ; Genuine Leather ; RG Buckle ; Rose Gold
124-BK,WATCHES,WOMEN,250,Alloy Case ; Leather Band ; Genuine Leather ; RG Buckle ; Rose Gold
127-PK,WATCHES,WOMEN,250,Alloy Case ; Leather Band ; Genuine Leather ; RG Buckle ; Rose Gold
119-BK,WATCHES,WOMEN,250,Alloy Case ; Leather Band ; Genuine Leather ; RG Buckle ; Rose Gold
121-PK,WATCHES,WOMEN,250,Alloy Case ; Leather Band ; Genuine Leather ; RG Buckle ; Rose Gold
122-BL,WATCHES,WOMEN,250,Alloy Case ; Leather Band ; Genuine Leather ; RG Buckle ; Rose Gold
125-BK,WATCHES,WOMEN,250,Alloy Case ; Leather Band ; Genuine Leather ; RG Buckle ; Rose Gold
126-PK,WATCHES,WOMEN,250,Alloy Case ; Leather Band ; Genuine Leather ; RG Buckle ; Rose Gold
LV-701-BK,WATCHES,WOMEN,465,Brass Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Rose Gold
LV-701-BR,WATCHES,WOMEN,465,Brass Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Rose Gold
LV-701-RG,WATCHES,WOMEN,465,Brass Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Rose Gold
LV-701-SL,WATCHES,WOMEN,465,Brass Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Rose Gold
LV-702-BK,WATCHES,WOMEN,570,Brass Case ; Brass Chain ; Sqaure Shape ; Butterfly Lock ; Rose Gold
LV-702-GR,WATCHES,WOMEN,570,Brass Case ; Brass Chain ; Sqaure Shape ; Butterfly Lock ; Rose Gold
LV-702-RG,WATCHES,WOMEN,570,Brass Case ; Brass Chain ; Sqaure Shape ; Butterfly Lock ; Rose Gold
LV-702-SL,WATCHES,WOMEN,570,Brass Case ; Brass Chain ; Sqaure Shape ; Butterfly Lock ; Rose Gold
LV-703-BK,WATCHES,WOMEN,570,Brass Case ; Brass Chain ; Sqaure Shape ; Butterfly Lock ; Rose Gold
LV-703-RG,WATCHES,WOMEN,570,Brass Case ; Brass Chain ; Sqaure Shape ; Butterfly Lock ; Rose Gold
LV-703-SL,WATCHES,WOMEN,570,Brass Case ; Brass Chain ; Sqaure Shape ; Butterfly Lock ; Rose Gold
LV-704-BL,WATCHES,WOMEN,560,Brass Case ; Brass Chain ; Designer Dial ; IP Plating ; Rose Gold
LV-704-RG,WATCHES,WOMEN,560,Brass Case ; Brass Chain ; Designer Dial ; IP Plating ; Rose Gold
LV-705-BK,WATCHES,WOMEN,575,Brass Case ; Brass Chain ; Designer Dial ; IP Plating ; Rose Gold
LV-705-RG,WATCHES,WOMEN,575,Brass Case ; Brass Chain ; Designer Dial ; IP Plating ; Rose Gold
LV-705-WH,WATCHES,WOMEN,575,Brass Case ; Brass Chain ; Designer Dial ; IP Plating ; Rose Gold
LV-706-BL,WATCHES,WOMEN,600,Brass Case ; Brass Chain ; IP Plating ; Butterfly Lock ; Rose Gold
LV-706-GR,WATCHES,WOMEN,600,Brass Case ; Brass Chain ; IP Plating ; Butterfly Lock ; Rose Gold
LV-706-RG,WATCHES,WOMEN,600,Brass Case ; Brass Chain ; IP Plating ; Butterfly Lock ; Rose Gold
LV-706-SL,WATCHES,WOMEN,600,Brass Case ; Brass Chain ; IP Plating ; Butterfly Lock ; Rose Gold
LV-707-BL,WATCHES,WOMEN,550,Brass Case ; Brass Chain ; Designer Dial ; IP Plating ; Rose Gold
LV-707-SL,WATCHES,WOMEN,550,Brass Case ; Brass Chain ; Designer Dial ; IP Plating ; Rose Gold
LV-708-BL,WATCHES,WOMEN,595,Brass Case ; Brass Chain ; Designer Dial ; IP Plating ; Rose Gold
LV-708-SL,WATCHES,WOMEN,595,Brass Case ; Brass Chain ; Designer Dial ; IP Plating ; Rose Gold
LV-709-BK,WATCHES,WOMEN,560,Brass Case ; Brass Chain ; Octagon Shape ; Butterfly Lock ; Rose Gold
LV-709-SL,WATCHES,WOMEN,560,Brass Case ; Brass Chain ; Octagon Shape ; Butterfly Lock ; Rose Gold
MH-224-RG,WATCHES,WOMEN,275,Alloy Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Rose Gold
MH-226-RG,WATCHES,WOMEN,275,Alloy Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Rose Gold
MH-227-RG,WATCHES,WOMEN,275,Alloy Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Rose Gold
MH-228-BK,WATCHES,WOMEN,280,Alloy Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Black
MH-229-BK,WATCHES,WOMEN,280,Alloy Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Black
MH-244-BK,WATCHES,WOMEN,310,Alloy Case ; SS Chain ; Round shape ; IP Plating ; IPS
MH-245-WH,WATCHES,WOMEN,310,Alloy Case ; SS Chain ; Round shape ; IP Plating ; IPS
MH-230-SL,WATCHES,WOMEN,260,Alloy Case ; SS Chain ; Shaffer Pattern ; IP Plating ; IPS
MH-231-SL,WATCHES,WOMEN,260,Alloy Case ; SS Chain ; Shaffer Pattern ; IP Plating ; IPS
MH-241-RG,WATCHES,WOMEN,275,Alloy Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Rose Gold
MH-242-RG,WATCHES,WOMEN,275,Alloy Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Rose Gold
MH-243-RG,WATCHES,WOMEN,275,Alloy Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Rose Gold
PR-101-RG,WATCHES,WOMEN,210,Alloy Case ; Alloy Chain ; Round shape ; Lobor Lock ; Rose Gold
PR-102-RG,WATCHES,WOMEN,210,Alloy Case ; Alloy Chain ; Round shape ; Lobor Lock ; Rose Gold
PR-103-CP,WATCHES,WOMEN,210,Alloy Case ; Alloy Chain ; Round shape ; Lobor Lock ; Rose Gold
PR-104-PR,WATCHES,WOMEN,210,Alloy Case ; Alloy Chain ; Round shape ; Lobor Lock ; Rose Gold
PR-105-SL,WATCHES,WOMEN,230,Alloy Case ; Brass Chain ; Round shape ; Lobor Lock ; IPS
PR-110-SL,WATCHES,WOMEN,230,Alloy Case ; Brass Chain ; Round shape ; Lobor Lock ; IPS
PR-115-BK,WATCHES,WOMEN,210,Alloy Case ; Alloy Chain ; Round shape ; Lobor Lock ; Rose Gold
PR-123-CP,WATCHES,WOMEN,210,Alloy Case ; Alloy Chain ; Round shape ; Lobor Lock ; Rose Gold
PR-108-RG,WATCHES,WOMEN,210,Alloy Case ; Alloy Chain ; Round shape ; Lobor Lock ; Rose Gold
PR-111-RG,WATCHES,WOMEN,210,Alloy Case ; Alloy Chain ; Round shape ; Lobor Lock ; Rose Gold
PR-112-RG,WATCHES,WOMEN,210,Alloy Case ; Alloy Chain ; Round shape ; Lobor Lock ; Rose Gold
PR-107-RG,WATCHES,WOMEN,210,Alloy Case ; Alloy Chain ; Round shape ; Lobor Lock ; Rose Gold
PR-109-RG,WATCHES,WOMEN,210,Alloy Case ; Alloy Chain ; Round shape ; Lobor Lock ; Rose Gold
PR-116-RG,WATCHES,WOMEN,210,Alloy Case ; Alloy Chain ; Round shape ; Lobor Lock ; Rose Gold
PR-117-CP,WATCHES,WOMEN,210,Alloy Case ; Alloy Chain ; Round shape ; Lobor Lock ; Rose Gold
PR-124-BK,WATCHES,WOMEN,210,Alloy Case ; Alloy Chain ; Round shape ; Lobor Lock ; Rose Gold
PR-106-RG,WATCHES,WOMEN,210,Alloy Case ; Alloy Chain ; Round shape ; Lobor Lock ; Rose Gold
PR-118-BK,WATCHES,WOMEN,210,Alloy Case ; Alloy Chain ; Round shape ; Lobor Lock ; Rose Gold
PR-119-CP,WATCHES,WOMEN,210,Alloy Case ; Alloy Chain ; Round shape ; Lobor Lock ; Rose Gold
PR-120-GD,WATCHES,WOMEN,210,Alloy Case ; Alloy Chain ; Round shape ; Lobor Lock ; Rose Gold
PR-113-CP,WATCHES,WOMEN,210,Alloy Case ; Alloy Chain ; Round shape ; Lobor Lock ; Rose Gold
PR-114-RG,WATCHES,WOMEN,210,Alloy Case ; Alloy Chain ; Round shape ; Lobor Lock ; Rose Gold
PR-121-RG,WATCHES,WOMEN,210,Alloy Case ; Alloy Chain ; Round shape ; Lobor Lock ; Rose Gold
PR-122-RG,WATCHES,WOMEN,210,Alloy Case ; Alloy Chain ; Round shape ; Lobor Lock ; Rose Gold
PR-125-RG,WATCHES,WOMEN,210,Alloy Case ; Alloy Chain ; Round shape ; Lobor Lock ; Rose Gold
DBA07BK,WATCHES,WOMEN,490,Brass Case ; Brass Chain ; Designer Dial ; IP Plating ; Rose Gold
DBA07WH,WATCHES,WOMEN,490,Brass Case ; Brass Chain ; Designer Dial ; IP Plating ; Rose Gold
MF0120LBK,WATCHES,WOMEN,520,Brass Case ; Brass Chain ; Designer Dial ; IP Plating ; Rose Gold
MF0120LWH,WATCHES,WOMEN,520,Brass Case ; Brass Chain ; Designer Dial ; IP Plating ; Rose Gold
S1921RG,WATCHES,WOMEN,430,Brass Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Rose Gold
S1921-SL,WATCHES,WOMEN,250,Alloy Case ; SS Chain ; Shaffer Pattern ; IP Plating ; IPS
DB-267-BK,WATCHES,WOMEN,460,Alloy Case ; Alloy Chain ; Dial Rose Gold ; IP Plating ; Black
DB-268-BK,WATCHES,WOMEN,460,Alloy Case ; Alloy Chain ; Dial Rose Gold ; IP Plating ; Black
DB-269-BK,WATCHES,WOMEN,460,Alloy Case ; Alloy Chain ; Dial Rose Gold ; IP Plating ; Black
DB-270-CF,WATCHES,WOMEN,460,Alloy Case ; Alloy Chain ; Dial Rose Gold ; IP Plating ; Coffee
DB-271-CF,WATCHES,WOMEN,460,Alloy Case ; Alloy Chain ; Dial Rose Gold ; IP Plating ; Coffee
DB-272-CF,WATCHES,WOMEN,460,Alloy Case ; Alloy Chain ; Dial Rose Gold ; IP Plating ; Coffee
2503-BK,WATCHES,WOMEN,495,Brass Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Two Tone RG
2503-WH,WATCHES,WOMEN,495,Brass Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Two Tone RG
9769-BK,WATCHES,WOMEN,520,Brass Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Rose Gold
DB2566BK,WATCHES,WOMEN,545,Brass Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Rose Gold
DB2566WH,WATCHES,WOMEN,545,Brass Case ; SS Chain ; Shaffer Pattern ; IP Plating ; Rose Gold
000-BK,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
000-BR,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
000-GR,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
000-RG,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
000-SL,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
001-BK,WATCHES,WOMEN,240,Alloy Case ; Leather Band ; Genuine Leather ; IP Plating ; Rose Gold
001-BR,WATCHES,WOMEN,240,Alloy Case ; Leather Band ; Genuine Leather ; IP Plating ; Rose Gold
001-PK,WATCHES,WOMEN,240,Alloy Case ; Leather Band ; Genuine Leather ; IP Plating ; Rose Gold
001-WH,WATCHES,WOMEN,240,Alloy Case ; Leather Band ; Genuine Leather ; IP Plating ; Rose Gold
001R-BK,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
001R-BR,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
001R-GR,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
001R-RG,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
001R-WH,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
002-BK,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
002-BR,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
002-GR,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
002-RG,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
002-WH,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
003-BK,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
003-BL,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
003-BR,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
003-RG,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
003-SL,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
004-BK,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
004-BL,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
004-BR,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
004-SL,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
302-RG,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
005-BK,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
005-BR,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
005-GR,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
005-RG,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
005-SL,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
006-BK,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
006-BR,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
006-GR,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
006-RG,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
006-SL,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
007-BK,WATCHES,WOMEN,250,Alloy Case ; Alloy Chain ; Designer Dial ; IP Plating ; Rose Gold
